Installation,Målernummer,Energiartskode,Aflæst,GældendeFra,Note,Energi_Værdi,Energi_Enhed,Energi_Type,Volumen_Værdi,Volumen_Enhed,Volumen_Type,Timer_Værdi,Timer_Enhed,Timer_Type,Fremløb_Værdi,Fremløb_Enhed,Fremløb_Type,Returløb_Værdi,Returløb_Enhed,Returløb_Type
,72323528,,2022-03-10T06:01:49,,,1018.8,mwh,1,58581.9,m3,1,6253,h,1,67.1,c,3,52,c,3
,72323528,,2022-03-10T07:01:43,,,1019.1,mwh,1,58597.6,m3,1,6254,h,1,66.5,c,3,50.2,c,3
,72323528,,2022-03-10T08:08:52,,,1019.5,mwh,1,58615.9,m3,1,6255,h,1,67.4,c,3,49.9,c,3
,72323528,,2022-03-10T09:01:49,,,1019.8,mwh,1,58630.5,m3,1,6256,h,1,67.3,c,3,50.8,c,3
,72323528,,2022-03-10T10:01:58,,,1020.1,mwh,1,58647.6,m3,1,6257,h,1,67.1,c,3,50.6,c,3
,72323528,,2022-03-10T11:01:50,,,1020.4,mwh,1,58663.9,m3,1,6258,h,1,68,c,3,51,c,3
,72323528,,2022-03-10T12:01:46,,,1020.7,mwh,1,58680.3,m3,1,6259,h,1,69.5,c,3,51.8,c,3
,72323528,,2022-03-10T13:01:54,,,1021,mwh,1,58696.3,m3,1,6260,h,1,67.7,c,3,52.5,c,3
,72323528,,2022-03-10T14:07:05,,,1021.3,mwh,1,58710.6,m3,1,6261,h,1,65.3,c,3,51.2,c,3
,72323528,,2022-03-10T15:04:29,,,1021.6,mwh,1,58727.7,m3,1,6262,h,1,67.6,c,3,51.1,c,3
,72323528,,2022-03-10T16:11:49,,,1021.9,mwh,1,58744.6,m3,1,6263,h,1,67.8,c,3,53.6,c,3
,72323528,,2022-03-10T16:58:45,,,1022.1,mwh,1,58755.2,m3,1,6264,h,1,68.4,c,3,52.5,c,3
,72323528,,2022-03-10T17:58:26,,,1022.4,mwh,1,58769.8,m3,1,6265,h,1,67.9,c,3,51.3,c,3
,72323528,,2022-03-10T18:59:05,,,1022.6,mwh,1,58784.2,m3,1,6266,h,1,68.4,c,3,51.3,c,3
,72323528,,2022-03-10T20:07:30,,,1022.9,mwh,1,58798.9,m3,1,6267,h,1,68.5,c,3,52.4,c,3
,72323528,,2022-03-10T21:17:31,,,1023.2,mwh,1,58817.9,m3,1,6268,h,1,67.9,c,3,53,c,3
,72323528,,2022-03-10T21:59:03,,,1023.4,mwh,1,58827.6,m3,1,6269,h,1,68.1,c,3,52.7,c,3
,72323528,,2022-03-10T22:59:40,,,1023.7,mwh,1,58842.1,m3,1,6270,h,1,68.4,c,3,52.8,c,3
,72371787,,2022-03-10T00:54:04,,,1211.66,mwh,1,44193.99,m3,1,5722,h,1,75.4,c,3,48.6,c,3
,72371787,,2022-03-10T01:49:13,,,1212.01,mwh,1,44205.29,m3,1,5723,h,1,76.2,c,3,48.5,c,3
,72371787,,2022-03-10T02:48:34,,,1212.39,mwh,1,44217.41,m3,1,5724,h,1,75.8,c,3,48.9,c,3
,72371787,,2022-03-10T03:43:42,,,1212.73,mwh,1,44228.52,m3,1,5724,h,1,75.3,c,3,48.3,c,3
,72371787,,2022-03-10T04:39:52,,,1213.07,mwh,1,44239.64,m3,1,5725,h,1,74.8,c,3,47.7,c,3
,72371787,,2022-03-10T07:00:09,,,1214.12,mwh,1,44272.59,m3,1,5728,h,1,73.5,c,3,46,c,3
,72371787,,2022-03-10T07:59:35,,,1214.62,mwh,1,44288.7,m3,1,5729,h,1,74.1,c,3,46.7,c,3
,72371787,,2022-03-10T08:55:27,,,1215.11,mwh,1,44303.68,m3,1,5730,h,1,75.1,c,3,45.9,c,3
,72371787,,2022-03-10T10:00:21,,,1215.64,mwh,1,44320.36,m3,1,5731,h,1,74.2,c,3,47.3,c,3
,72371787,,2022-03-10T10:50:29,,,1216.05,mwh,1,44333.44,m3,1,5732,h,1,73.6,c,3,46.6,c,3
,72371787,,2022-03-10T11:50:54,,,1216.52,mwh,1,44348.54,m3,1,5733,h,1,75.3,c,3,47,c,3
,72371787,,2022-03-10T13:00:48,,,1217.08,mwh,1,44365.74,m3,1,5734,h,1,74.7,c,3,47.1,c,3
,72371787,,2022-03-10T13:55:43,,,1217.47,mwh,1,44378.76,m3,1,5735,h,1,76.1,c,3,48.1,c,3
,72371787,,2022-03-10T15:01:24,,,1217.95,mwh,1,44393.79,m3,1,5736,h,1,76.5,c,3,49.1,c,3
,72371787,,2022-03-10T16:01:03,,,1218.35,mwh,1,44406.95,m3,1,5737,h,1,74,c,3,45.4,c,3
,72371787,,2022-03-10T16:56:25,,,1218.73,mwh,1,44419.78,m3,1,5738,h,1,71.7,c,3,45.8,c,3
,72371787,,2022-03-10T17:31:46,,,1218.99,mwh,1,44428.61,m3,1,5738,h,1,71.3,c,3,45.5,c,3
,72371787,,2022-03-10T19:37:02,,,1219.79,mwh,1,44456.22,m3,1,5740,h,1,72.7,c,3,45.9,c,3
,72371787,,2022-03-10T23:12:07,,,1221.19,mwh,1,44503.62,m3,1,5744,h,1,72.9,c,3,46.9,c,3
,72386804,,2022-03-10T00:17:24,,,22.025,mwh,1,668.305,m3,1,5607,h,1,67.1,c,3,38.8,c,3
,72386804,,2022-03-10T01:15:49,,,22.032,mwh,1,668.488,m3,1,5608,h,1,66.6,c,3,36.8,c,3
,72386804,,2022-03-10T02:25:38,,,22.04,mwh,1,668.73,m3,1,5609,h,1,66.4,c,3,36.9,c,3
,72386804,,2022-03-10T03:01:54,,,22.044,mwh,1,668.847,m3,1,5610,h,1,67.5,c,3,39,c,3
,72386804,,2022-03-10T04:01:55,,,22.051,mwh,1,669.062,m3,1,5611,h,1,66.7,c,3,39.2,c,3
,72386804,,2022-03-10T05:01:59,,,22.058,mwh,1,669.261,m3,1,5612,h,1,65.7,c,3,39.2,c,3
,72386804,,2022-03-10T06:01:49,,,22.065,mwh,1,669.473,m3,1,5613,h,1,64.9,c,3,34.6,c,3
,72386804,,2022-03-10T07:01:58,,,22.073,mwh,1,669.773,m3,1,5614,h,1,66,c,3,37,c,3
,72386804,,2022-03-10T08:26:49,,,22.091,mwh,1,670.464,m3,1,5615,h,1,67.8,c,3,49.1,c,3
,72386804,,2022-03-10T09:02:00,,,22.098,mwh,1,670.771,m3,1,5616,h,1,68.2,c,3,46.8,c,3
,72386804,,2022-03-10T10:01:55,,,22.11,mwh,1,671.236,m3,1,5617,h,1,66.7,c,3,45.4,c,3
,72386804,,2022-03-10T11:05:33,,,22.121,mwh,1,671.644,m3,1,5618,h,1,67.1,c,3,37.3,c,3
,72386804,,2022-03-10T12:01:58,,,22.132,mwh,1,671.99,m3,1,5619,h,1,67.1,c,3,46.8,c,3
,72386804,,2022-03-10T13:19:29,,,22.144,mwh,1,672.409,m3,1,5620,h,1,65.7,c,3,38,c,3
,72386804,,2022-03-10T14:23:52,,,22.154,mwh,1,672.746,m3,1,5621,h,1,67.8,c,3,42.7,c,3
,72386804,,2022-03-10T15:18:03,,,22.162,mwh,1,672.992,m3,1,5622,h,1,65.6,c,3,37.4,c,3
,72386804,,2022-03-10T16:17:10,,,22.17,mwh,1,673.267,m3,1,5623,h,1,64.8,c,3,37.6,c,3
,72386804,,2022-03-10T17:01:49,,,22.176,mwh,1,673.474,m3,1,5624,h,1,67.8,c,3,42.1,c,3
,72386804,,2022-03-10T18:27:21,,,22.185,mwh,1,673.741,m3,1,5625,h,1,64.8,c,3,38.4,c,3
,72386804,,2022-03-10T19:01:18,,,22.189,mwh,1,673.848,m3,1,5626,h,1,65.9,c,3,39,c,3
,72386804,,2022-03-10T20:01:58,,,22.195,mwh,1,674.026,m3,1,5627,h,1,65.7,c,3,37.5,c,3
,72386804,,2022-03-10T21:05:11,,,22.202,mwh,1,674.238,m3,1,5628,h,1,67.7,c,3,38.6,c,3
,72386804,,2022-03-10T22:03:38,,,22.209,mwh,1,674.423,m3,1,5629,h,1,66.8,c,3,37.9,c,3
,72386804,,2022-03-10T23:01:53,,,22.216,mwh,1,674.625,m3,1,5630,h,1,66.9,c,3,36.4,c,3
,72386837,,2022-03-09T23:58:52,,,20.869,mwh,1,716.561,m3,1,5611,h,1,69.3,c,3,45.7,c,3
,72386837,,2022-03-10T01:28:24,,,20.876,mwh,1,716.835,m3,1,5612,h,1,69.3,c,3,45.7,c,3
,72386837,,2022-03-10T01:59:26,,,20.884,mwh,1,717.113,m3,1,5613,h,1,69.4,c,3,44.8,c,3
,72386837,,2022-03-10T02:59:48,,,20.892,mwh,1,717.392,m3,1,5614,h,1,69.7,c,3,41.9,c,3
,72386837,,2022-03-10T04:00:11,,,20.9,mwh,1,717.672,m3,1,5615,h,1,69.3,c,3,43.3,c,3
,72386837,,2022-03-10T05:01:59,,,20.908,mwh,1,717.968,m3,1,5616,h,1,68.3,c,3,44.5,c,3
,72386837,,2022-03-10T06:04:28,,,20.916,mwh,1,718.269,m3,1,5617,h,1,67.4,c,3,45.5,c,3
,72386837,,2022-03-10T07:28:23,,,20.923,mwh,1,718.529,m3,1,5618,h,1,68.2,c,3,44.7,c,3
,72386837,,2022-03-10T08:00:46,,,20.93,mwh,1,718.819,m3,1,5619,h,1,68,c,3,46.3,c,3
,72386837,,2022-03-10T09:05:42,,,20.939,mwh,1,719.127,m3,1,5620,h,1,69.3,c,3,45,c,3
,72386837,,2022-03-10T10:08:23,,,20.947,mwh,1,719.434,m3,1,5621,h,1,68.1,c,3,42.4,c,3
,72386837,,2022-03-10T11:00:44,,,20.954,mwh,1,719.69,m3,1,5622,h,1,68.4,c,3,43.3,c,3
,72386837,,2022-03-10T12:01:13,,,20.962,mwh,1,719.991,m3,1,5623,h,1,68.9,c,3,42.3,c,3
,72386837,,2022-03-10T13:28:23,,,20.97,mwh,1,720.27,m3,1,5624,h,1,68.9,c,3,42.8,c,3
,72386837,,2022-03-10T14:00:59,,,20.977,mwh,1,720.55,m3,1,5625,h,1,67,c,3,44,c,3
,72386837,,2022-03-10T15:01:44,,,20.985,mwh,1,720.815,m3,1,5626,h,1,70.1,c,3,41.5,c,3
,72386837,,2022-03-10T16:25:47,,,20.994,mwh,1,721.105,m3,1,5627,h,1,67.7,c,3,39.9,c,3
,72386837,,2022-03-10T17:26:45,,,21.001,mwh,1,721.334,m3,1,5628,h,1,69.6,c,3,38.4,c,3
,72386837,,2022-03-10T18:02:20,,,21.006,mwh,1,721.475,m3,1,5629,h,1,68.7,c,3,41.3,c,3
,72386837,,2022-03-10T19:28:18,,,21.016,mwh,1,721.789,m3,1,5630,h,1,68.8,c,3,41.4,c,3
,72386837,,2022-03-10T20:14:46,,,21.022,mwh,1,722.003,m3,1,5631,h,1,68.4,c,3,42.1,c,3
,72386837,,2022-03-10T21:16:44,,,21.03,mwh,1,722.261,m3,1,5632,h,1,69.6,c,3,40.7,c,3
,72386837,,2022-03-10T21:57:22,,,21.035,mwh,1,722.42,m3,1,5633,h,1,69.1,c,3,42.4,c,3
,72386837,,2022-03-10T22:54:33,,,21.043,mwh,1,722.663,m3,1,5634,h,1,68.7,c,3,42.6,c,3
,72386884,,2022-03-10T07:57:52,,,12.803,mwh,1,1979.133,m3,1,5677,h,1,70.3,c,3,65.3,c,3
,72386884,,2022-03-10T08:47:58,,,12.806,mwh,1,1979.801,m3,1,5677,h,1,69.6,c,3,65.1,c,3
,72386884,,2022-03-10T09:52:55,,,12.812,mwh,1,1980.667,m3,1,5679,h,1,69.8,c,3,63,c,3
,72386884,,2022-03-10T10:58:20,,,12.818,mwh,1,1981.535,m3,1,5680,h,1,69.7,c,3,63.3,c,3
,72386884,,2022-03-10T11:58:30,,,12.823,mwh,1,1982.332,m3,1,5681,h,1,69.9,c,3,65,c,3
,72386884,,2022-03-10T13:01:24,,,12.828,mwh,1,1983.185,m3,1,5682,h,1,69.3,c,3,61.8,c,3
,72386884,,2022-03-10T13:58:44,,,12.835,mwh,1,1983.925,m3,1,5683,h,1,69.8,c,3,62.1,c,3
,72386884,,2022-03-10T14:58:02,,,12.84,mwh,1,1984.656,m3,1,5684,h,1,69.7,c,3,63.4,c,3
,72386884,,2022-03-10T15:58:46,,,12.845,mwh,1,1985.52,m3,1,5685,h,1,68.8,c,3,64.4,c,3
,72386884,,2022-03-10T16:58:55,,,12.849,mwh,1,1986.317,m3,1,5686,h,1,69.7,c,3,64.9,c,3
,72386884,,2022-03-10T17:59:19,,,12.854,mwh,1,1987.115,m3,1,5687,h,1,69.5,c,3,64.9,c,3
,72386884,,2022-03-10T19:24:15,,,12.86,mwh,1,1988.246,m3,1,5688,h,1,69.8,c,3,64.5,c,3
,72567805,,2022-03-09T23:50:08,,,63.466,mwh,1,2860.913,m3,1,4159,h,1,67.7,c,3,54.5,c,3
,72567805,,2022-03-10T00:59:01,,,63.479,mwh,1,2861.434,m3,1,4161,h,1,65.9,c,3,28,c,3
,72567805,,2022-03-10T01:59:25,,,63.507,mwh,1,2862.321,m3,1,4162,h,1,66.5,c,3,31.9,c,3
,72567805,,2022-03-10T02:54:17,,,63.551,mwh,1,2863.995,m3,1,4163,h,1,68.6,c,3,45,c,3
,72567805,,2022-03-10T04:00:28,,,63.569,mwh,1,2864.668,m3,1,4164,h,1,66.8,c,3,39.9,c,3
,72567805,,2022-03-10T04:59:52,,,63.579,mwh,1,2865.197,m3,1,4165,h,1,65.1,c,3,39.1,c,3
,72567805,,2022-03-10T05:45:58,,,63.588,mwh,1,2865.613,m3,1,4165,h,1,65.7,c,3,56.9,c,3
,72567805,,2022-03-10T07:00:41,,,63.633,mwh,1,2867.007,m3,1,4167,h,1,66.9,c,3,30.9,c,3
,72567805,,2022-03-10T08:28:07,,,63.695,mwh,1,2868.713,m3,1,4168,h,1,68.6,c,3,33.6,c,3
,72567805,,2022-03-10T08:50:38,,,63.706,mwh,1,2869.002,m3,1,4168,h,1,67.8,c,3,33.9,c,3
,72567805,,2022-03-10T09:56:34,,,63.742,mwh,1,2870.065,m3,1,4170,h,1,67.8,c,3,33.3,c,3
,72567805,,2022-03-10T11:01:43,,,63.772,mwh,1,2870.999,m3,1,4171,h,1,66.7,c,3,31.6,c,3
,72567805,,2022-03-10T12:01:52,,,63.797,mwh,1,2871.626,m3,1,4172,h,1,67.5,c,3,26.1,c,3
,72567805,,2022-03-10T13:02:01,,,63.842,mwh,1,2873.103,m3,1,4173,h,1,67,c,3,32.6,c,3
,72567805,,2022-03-10T14:01:56,,,63.869,mwh,1,2873.959,m3,1,4174,h,1,64.7,c,3,31,c,3
,72567805,,2022-03-10T15:03:38,,,63.898,mwh,1,2874.881,m3,1,4175,h,1,69.4,c,3,33.1,c,3
,72567805,,2022-03-10T16:01:46,,,63.92,mwh,1,2875.624,m3,1,4176,h,1,65,c,3,31.6,c,3
,72567805,,2022-03-10T17:01:54,,,63.945,mwh,1,2876.471,m3,1,4177,h,1,65.7,c,3,31.7,c,3
,72567805,,2022-03-10T17:57:47,,,63.972,mwh,1,2877.336,m3,1,4178,h,1,66.3,c,3,33.5,c,3
,72567805,,2022-03-10T19:17:15,,,63.99,mwh,1,2878.007,m3,1,4179,h,1,66.3,c,3,34.1,c,3
,72567805,,2022-03-10T20:22:39,,,64.007,mwh,1,2878.657,m3,1,4180,h,1,64.2,c,3,35.8,c,3
,72567805,,2022-03-10T22:12:59,,,64.035,mwh,1,2879.809,m3,1,4182,h,1,67,c,3,49.7,c,3
,72567808,,2022-03-09T23:58:45,,,80.849,mwh,1,5485.206,m3,1,4160,h,1,70.1,c,3,61.5,c,3
,72567808,,2022-03-10T00:58:20,,,80.881,mwh,1,5488.417,m3,1,4161,h,1,69.7,c,3,61.3,c,3
,72567808,,2022-03-10T02:01:35,,,80.915,mwh,1,5491.835,m3,1,4162,h,1,70.6,c,3,61.3,c,3
,72567808,,2022-03-10T02:59:10,,,80.947,mwh,1,5494.878,m3,1,4163,h,1,71.6,c,3,63.6,c,3
,72567808,,2022-03-10T04:19:18,,,80.991,mwh,1,5499.32,m3,1,4164,h,1,69.7,c,3,60.6,c,3
,72567808,,2022-03-10T05:00:50,,,81.013,mwh,1,5501.427,m3,1,4165,h,1,71.6,c,3,62.3,c,3
,72567808,,2022-03-10T05:59:22,,,81.055,mwh,1,5504.769,m3,1,4166,h,1,70.9,c,3,60.8,c,3
,72567808,,2022-03-10T06:59:15,,,81.087,mwh,1,5507.888,m3,1,4167,h,1,71.7,c,3,62.1,c,3
,72567808,,2022-03-10T08:12:41,,,81.131,mwh,1,5511.833,m3,1,4168,h,1,71.7,c,3,60.3,c,3
,72567808,,2022-03-10T08:59:34,,,81.159,mwh,1,5514.346,m3,1,4169,h,1,71.6,c,3,62.5,c,3
,72567808,,2022-03-10T10:01:12,,,81.193,mwh,1,5517.618,m3,1,4170,h,1,68,c,3,60.2,c,3
,72567808,,2022-03-10T11:08:57,,,81.234,mwh,1,5521.409,m3,1,4171,h,1,68.4,c,3,60.2,c,3
,72567808,,2022-03-10T12:00:31,,,81.262,mwh,1,5524.015,m3,1,4172,h,1,67,c,3,57.9,c,3
,72567808,,2022-03-10T13:00:26,,,81.287,mwh,1,5526.569,m3,1,4173,h,1,64.8,c,3,50.8,c,3
,72567808,,2022-03-10T14:00:49,,,81.314,mwh,1,5527.559,m3,1,4174,h,1,67.1,c,3,46.4,c,3
,72567808,,2022-03-10T15:00:59,,,81.345,mwh,1,5529.119,m3,1,4175,h,1,69.8,c,3,56.3,c,3
,72567808,,2022-03-10T16:01:10,,,81.363,mwh,1,5530.033,m3,1,4176,h,1,71.9,c,3,48.5,c,3
,72567808,,2022-03-10T17:00:31,,,81.388,mwh,1,5531.139,m3,1,4177,h,1,70.4,c,3,51.8,c,3
,72567808,,2022-03-10T18:01:26,,,81.413,mwh,1,5532.141,m3,1,4178,h,1,71.5,c,3,50,c,3
,72567808,,2022-03-10T19:01:33,,,81.439,mwh,1,5533.272,m3,1,4179,h,1,69.8,c,3,50.9,c,3
,72567808,,2022-03-10T20:01:28,,,81.466,mwh,1,5534.454,m3,1,4180,h,1,69.9,c,3,48.2,c,3
,72567808,,2022-03-10T21:01:23,,,81.495,mwh,1,5535.649,m3,1,4181,h,1,71.6,c,3,51.9,c,3
,72567808,,2022-03-10T22:01:33,,,81.523,mwh,1,5537.351,m3,1,4182,h,1,69.1,c,3,42.7,c,3
,72567808,,2022-03-10T23:01:26,,,81.541,mwh,1,5537.989,m3,1,4183,h,1,69,c,3,48.7,c,3
